# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu May 28 09:47:48 2026
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN sy_mnum:        Number of Moons
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN ra:             RA [deg]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_gaiamag:     Gaia Magnitude
#
loc_rowid,pl_name,hostname,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_year,disc_facility,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,ra,dec,sy_dist,sy_gaiamag
348,GJ 887 e,GJ 887,1,4,0,Radial Velocity,2026,Multiple Observatories,4.42490000000,0.0417000000,1.12000000,0.09990000,1.46000000,0.00459367,Msini,,20.9000,544.00,M1 V,3688.00,0.468000,0.495000,-0.0600,[Fe/H],4.156000,346.5027573,-35.8473489,3.28679000,6.5219900
349,GJ 896 A b,GJ 896 A,2,1,0,Astrometry,2022,Very Long Baseline Array,284.39000000000,0.6396500000,13.30000000,1.19000000,718.29219982,2.26000000,Mass,0.350000,,,M3.5 V,3345.00,0.394682,0.435990,,,4.831560,352.9700384,19.9370011,6.26022000,9.0375800
350,GJ 900 b,GJ 900 A,3,1,0,Imaging,2024,Multiple Observatories,,12000.0000000000,12.40000000,1.11000000,3496.11247700,11.00000000,Mass,,,,K7,3976.00,0.716187,1.080000,-0.6300,[Fe/H],4.557280,353.7526177,1.6055211,20.80650000,9.0257100
351,GJ 9066 c,GJ 9066,1,1,0,Radial Velocity,2020,Multiple Observatories,771.36000000000,0.8800000000,9.60000000,0.85600000,66.74396547,0.21000000,Msini,0.460000,,,M5.0 V,3154.00,0.164000,0.150000,-0.1300,[Fe/H],5.010000,30.0588307,13.0443172,4.47100000,10.6711000
352,GJ 9404 b,GJ 9404,1,1,0,Radial Velocity,2023,Roque de los Muchachos Observatory,13.45860000000,0.0943000000,3.48000000,0.31000000,11.90000000,0.03744159,Msini,0.490000,,,M2V,3811.00,0.626041,0.620000,,,4.629360,184.8472095,28.3827126,23.88390000,9.8702100
353,GJ 96 b,GJ 96,1,1,0,Radial Velocity,2018,Haute-Provence Observatory,73.94000000000,0.2910000000,4.67000000,0.41700000,19.66000000,0.06185697,Msini,0.440000,,,M2,3785.00,0.580612,0.600000,0.1400,[Fe/H],4.667670,35.5624031,47.8802075,11.93150000,8.6318600
354,GJ 9689 b,GJ 9689,1,1,0,Radial Velocity,2020,Roque de los Muchachos Observatory,18.27000000000,0.1139000000,3.07000000,0.27400000,9.65000000,0.03036230,Msini,0.290000,,453.04,M0.5,3836.00,0.570000,0.590000,0.0500,[Fe/H],4.690000,303.4677310,13.3888921,30.62030000,10.5372000
355,GJ 9714 b,GJ 9714,1,1,0,Radial Velocity,2022,Multiple Observatories,19240.75467000000,12.3190000000,12.50000000,1.12000000,2988.54051102,9.40300000,Mass,0.155000,,,K5V,4263.00,0.662662,0.670000,,,4.621560,315.4141767,-32.5250028,20.51210000,8.8377000
356,GJ 9773 b,GJ 9773,1,1,0,Radial Velocity,2025,Calar Alto Observatory,2965.00000000000,2.9210000000,14.20000000,1.26000000,172.58082500,0.54300000,Msini,0.218000,,,M3.0 V,3528.00,0.362000,0.358000,-0.2000,[Fe/H],4.846740,333.1502333,8.5503355,15.92110000,10.9047000
357,GJ 9827 b,GJ 9827,1,3,0,Transit,2017,K2,1.20897400000,0.0189000000,1.44000000,0.12846842,4.28000000,0.01346639,Mass,0.000000,318.0000,1035.01,K7 V,4236.00,0.580000,0.620000,-0.2900,[Fe/H],4.719000,351.7717763,-1.2853435,29.66100000,9.8377300
358,GJ 9827 c,GJ 9827,1,3,0,Transit,2017,K2,3.64810300000,0.0395000000,1.13000000,0.10081202,1.86000000,0.00585221,Mass,0.000000,73.0000,715.94,K7 V,4236.00,0.580000,0.620000,-0.2900,[Fe/H],4.719000,351.7717763,-1.2853435,29.66100000,9.8377300
359,GJ 9827 d,GJ 9827,1,3,0,Transit,2017,K2,6.20183000000,0.0530000000,1.98000000,0.17664407,3.02000000,0.00950198,Mass,0.000000,34.9000,675.00,K7 V,4236.00,0.580000,0.620000,-0.2900,[Fe/H],4.700000,351.7717763,-1.2853435,29.66100000,9.8377300
360,GPX-1 b,GPX-1,1,1,0,Transit,2021,Acton Sky Portal Observatory,1.74457900000,0.0338000000,16.47720163,1.47000000,6261.21961790,19.70000000,Mass,0.000000,4650.0000,2300.00,F2,7000.00,1.560000,1.680000,0.3500,[Fe/H],4.270000,38.3691648,56.0257080,655.01300000,12.2228000
361,GQ Lup b,GQ Lup,1,1,0,Imaging,2004,Paranal Observatory,,100.0000000000,33.60000000,3.00000000,6356.00000000,20.00000000,Mass,,,2650.00,K7e V,4360.00,1.941530,0.700000,-0.3500,[Fe/H],3.650000,237.3003643,-35.6515055,151.16900000,11.2608000
362,GSC 06214-00210 b,GSC 06214-00210,1,1,0,Imaging,2010,Palomar Observatory,,320.0000000000,20.17620000,1.80000000,5000.00000000,16.00000000,Mass,,,2300.00,K7,4200.00,0.904840,0.900000,-0.0600,[Fe/H],4.366280,245.4776921,-20.7193398,108.50000000,11.8633000
363,GU Psc b,GU Psc,1,1,0,Imaging,2014,Gemini Observatory,,2000.0000000000,14.17900000,1.26500000,3591.30000000,11.30000000,Mass,,,1050.00,M3,4031.81,0.450458,0.325000,0.1000,[Fe/H],4.781110,18.1464850,17.0650029,47.55010000,12.9656000
364,Gaia-1 b,Gaia-1,1,1,0,Transit,2022,European Space Agency (ESA) Gaia Satellite,3.05252400000,0.0404700000,13.77583728,1.22900000,533.95172376,1.68000000,Mass,,426.5351,1159.07,,5470.00,0.952000,0.949000,,,4.439940,90.6436658,-0.5771099,363.66000000,12.9988000
365,Gaia-2 b,Gaia-2,1,1,0,Transit,2022,European Space Agency (ESA) Gaia Satellite,3.69152240000,0.0467000000,14.81827249,1.32200000,259.66580852,0.81700000,Mass,,512.0235,1213.23,,5720.00,1.064000,1.000000,,,4.373550,110.7353308,67.2526565,209.22900000,11.1968000
366,Gaia-4 b,Gaia-4,1,1,0,Astrometry,2025,European Space Agency (ESA) Gaia Satellite,571.30000000000,,12.40000000,1.10000000,3750.37520260,11.80000000,Mass,0.338000,,,,4034.00,0.624000,0.644000,0.0500,[Fe/H],4.680000,209.5063762,31.6954898,73.48290000,11.9187000
367,Gaia-5 b,Gaia-5,1,1,0,Astrometry,2025,European Space Agency (ESA) Gaia Satellite,358.62000000000,,12.10000000,1.08000000,6633.07885409,20.87000000,Mass,0.642300,,,,3447.00,0.345000,0.339000,-0.1800,[Fe/H],4.830000,302.0408173,41.9415455,41.18130000,13.2287000
368,Gaia22dkvL b,Gaia22dkvL,1,1,0,Microlensing,2024,European Space Agency (ESA) Gaia Satellite,,1.4000000000,14.10000000,1.26000000,187.83658854,0.59100000,Mass,,,,,,,1.145000,,,,151.7690000,-66.1808889,1270.00000000,
369,Gl 378 b,Gl 378,1,1,0,Radial Velocity,2019,Haute-Provence Observatory,3.82200000000,0.0394350000,3.66000000,0.32700000,13.02000000,0.04096530,Msini,0.109000,,830.00,M1,3879.00,0.560000,0.560000,0.0600,[Fe/H],4.685130,150.5865513,48.0824515,14.95450000,9.2651500
370,Gl 410 b,Gl 410,1,1,0,Radial Velocity,2025,Mauna Kea Observatory,6.02000000000,0.0531000000,2.83000000,0.25300000,8.40000000,0.02642936,Msini,,,,K,3842.00,0.543000,0.550000,0.0500,[M/H],4.870000,165.6604212,21.9669164,11.93240000,8.8070000
371,Gl 49 b,Gl 49,2,1,0,Radial Velocity,2019,Multiple Observatories,13.85080000000,0.0905000000,2.24000000,0.20000000,5.63000000,0.01771387,Msini,0.363000,,,M1.5 V,3805.00,0.511000,0.515000,0.1300,[Fe/H],4.690000,15.6687321,62.3454386,9.85280000,8.6628200
372,Gl 686 b,Gl 686,1,1,0,Radial Velocity,2018,Roque de los Muchachos Observatory,15.53000000000,0.0910000000,2.46000000,0.22000000,6.62400000,0.02084133,Msini,0.050000,,379.00,M1.0 V,3656.00,0.427000,0.426000,-0.2300,[Fe/H],4.870000,264.4764878,18.5959509,8.15728000,8.7389900
373,Gl 725 A b,Gl 725 A,2,1,0,Radial Velocity,2025,Multiple Observatories,11.22010000000,0.0680000000,1.48000000,0.13200000,2.78000000,0.00874686,Msini,0.000000,,,M3,3433.00,0.351000,0.330000,-0.1900,[Fe/H],4.870000,280.6834312,59.6381090,3.52140000,7.8494400
374,Gliese 12 b,Gliese 12,1,1,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),12.76141800000,0.0670000000,0.93000000,0.08296919,0.95000000,0.00298903,Mass,0.240000,1.6200,314.60,M3.0 V,3328.00,0.265000,0.255000,-0.2400,[Fe/H],5.250000,3.9579137,13.5576175,12.21000000,11.3963000
375,HAT-P-1 b,HAT-P-1,2,1,0,Transit,2006,HATNet,4.46529976000,0.0556100000,14.78467100,1.31900000,166.86075000,0.52500000,Mass,0.000000,259.6870,1322.00,G0 V,5980.00,1.174000,1.151000,0.1300,[Fe/H],4.359000,344.4453632,38.6749190,158.97900000,10.1786000
376,HAT-P-11 b,HAT-P-11,1,2,0,Transit,2008,HATNet,4.88800000000,0.0525800000,4.36000000,0.38897315,25.00000000,0.07870000,Mass,0.251000,100.7700,838.00,K4,4653.00,0.683000,0.811000,0.3100,[Fe/H],4.663000,297.7101763,48.0818635,37.76470000,9.1509800
377,HAT-P-11 c,HAT-P-11,1,2,0,Radial Velocity,2018,W. M. Keck Observatory,3361.00000000000,4.1000000000,13.20000000,1.18000000,851.78013076,2.68000000,Mass,0.652000,,,K4,4653.00,0.683000,0.811000,0.3100,[Fe/H],4.663000,297.7101763,48.0818635,37.76470000,9.1509800
378,HAT-P-12 b,HAT-P-12,1,1,0,Transit,2009,HATNet,3.21305980000,0.0384000000,10.74900000,0.95900000,67.05900000,0.21100000,Mass,0.000000,118.0750,963.00,K4,4650.00,0.701000,0.733000,-0.2900,[Fe/H],4.610000,209.3886452,43.4933100,142.75100000,12.4197000
379,HAT-P-13 b,HAT-P-13,1,2,0,Transit,2009,HATNet,2.91625000000,0.0438300000,14.25800000,1.27200000,270.46200000,0.85100000,Mass,0.013300,1978.5245,1740.00,G4,5653.00,1.756000,1.320000,0.4600,[Fe/H],4.070000,129.8823772,47.3519076,246.81000000,10.4168000
380,HAT-P-13 c,HAT-P-13,1,2,0,Radial Velocity,2009,W. M. Keck Observatory,446.27000000000,1.2580000000,12.30000000,1.10000000,4538.42100000,14.28000000,Msini,0.661600,,340.00,G4,5653.00,1.756000,1.320000,0.4600,[Fe/H],4.070000,129.8823772,47.3519076,246.81000000,10.4168000
381,HAT-P-14 b,HAT-P-14,2,1,0,Transit,2010,HATNet,4.62767000000,0.0596000000,15.91678000,1.42000000,1093.33520000,3.44000000,Mass,0.110000,1038.7800,1624.00,F5 V,6600.00,1.820000,2.650000,0.1100,[Fe/H],4.250000,260.1161719,38.2421682,222.66300000,9.8728300
382,HAT-P-15 b,HAT-P-15,1,1,0,Transit,2010,HATNet,10.86350000000,0.0965000000,11.88154000,1.06000000,616.59020000,1.94000000,Mass,0.190000,79.7578,904.00,G5,5568.00,1.070000,1.000000,0.2200,[Fe/H],4.380000,66.2481420,39.4606020,192.51600000,11.7232000
383,HAT-P-16 b,HAT-P-16,3,1,0,Transit,2010,HATNet,2.77596727000,0.0413000000,14.68376472,1.31000000,1341.56043000,4.22100000,Mass,0.046200,1597.5900,1566.00,F8,6140.00,1.158000,1.218000,0.1700,[Fe/H],4.396000,9.5730343,42.4630961,226.63700000,10.7568000
384,HAT-P-17 b,HAT-P-17,1,2,0,Transit,2010,HATNet,10.33852000000,0.0892000000,11.76945000,1.05000000,184.34140000,0.58000000,Mass,0.350000,110.5120,800.00,K,5246.00,0.870000,0.990000,0.0000,[Fe/H],4.530000,324.5359781,30.4881882,92.38310000,10.2743000
385,HAT-P-17 c,HAT-P-17,1,2,0,Radial Velocity,2010,W. M. Keck Observatory,5584.00000000000,5.6000000000,13.10000000,1.17000000,1080.60000000,3.40000000,Msini,0.390000,,,K,5336.96,0.838682,0.920000,0.0512,[M/H],4.554660,324.5359781,30.4881882,92.38310000,10.2743000
386,HAT-P-18 b,HAT-P-18,1,1,0,Transit,2010,HATNet,5.50802300000,0.0559000000,11.15300000,0.99500000,62.61000000,0.19700000,Mass,0.084000,82.2407,852.00,K2,4803.00,0.749000,0.770000,0.1000,[Fe/H],4.570000,256.3463760,33.0123251,161.40000000,12.3682000
387,HAT-P-19 b,HAT-P-19,1,1,0,Transit,2010,HATNet,4.00878322000,0.0459900000,11.29865255,1.00800000,88.03846874,0.27700000,Mass,0.070000,154.0000,981.20,K1,4962.00,0.773000,0.807000,0.1660,[Fe/H],4.568700,9.5165832,34.7114025,202.07800000,12.5567000
388,HAT-P-2 b,HAT-P-2,1,2,0,Transit,2007,HATNet,5.63351580000,0.0681400000,10.65975900,0.95100000,2866.81223114,9.02000000,Mass,0.517200,588.5180,1540.00,F8,6380.00,1.390000,1.330000,0.1800,[Fe/H],4.160000,245.1514324,41.0479601,127.77400000,8.5984200
389,HAT-P-2 c,HAT-P-2,1,2,0,Radial Velocity,2023,Multiple Observatories,8500.00000000000,,12.40000000,1.11000000,3400.76395490,10.70000000,Mass,0.370000,,,F8,6412.00,1.416000,1.330000,0.1200,[Fe/H],4.160000,245.1514324,41.0479601,127.77400000,8.5984200
390,HAT-P-20 b,HAT-P-20,1,1,0,Transit,2010,HATNet,2.87531700000,0.0361000000,9.71800000,0.86700000,2302.89900000,7.24600000,Mass,0.015000,85.1168,970.00,K3,4595.00,0.694000,0.756000,0.3500,[Fe/H],4.630000,111.9164295,24.3361185,71.03740000,10.9903000
391,HAT-P-21 b,HAT-P-21,1,1,0,Transit,2010,HATNet,4.12448000000,0.0503700000,12.44199000,1.11000000,1547.83210000,4.87000000,Mass,0.230000,459.5420,1367.00,G3,5588.00,1.210000,1.240000,0.0100,[Fe/H],4.330000,171.2749348,41.0280207,277.27800000,11.5583000
392,HAT-P-22 b,HAT-P-22,2,1,0,Transit,2010,HATNet,3.21222000000,0.0414000000,12.89035000,1.15000000,785.04010000,2.47000000,Mass,0.020000,325.5690,1463.00,G5 V,5302.00,1.110000,1.130000,0.2400,[Fe/H],4.360000,155.6814593,50.1287115,81.76470000,9.5193600
393,HAT-P-23 b,HAT-P-23,1,1,0,Transit,2010,HATNet,1.21288400000,0.0232000000,15.33400000,1.36800000,664.23700000,2.09000000,Mass,0.106000,2796.2342,2056.00,G0,5905.00,1.203000,1.130000,0.1500,[Fe/H],4.330000,306.1239076,16.7621462,364.81300000,12.1741000
394,HAT-P-24 b,HAT-P-24,2,1,0,Transit,2010,HATNet,3.35524000000,0.0465100000,14.57170000,1.30000000,238.37250000,0.75000000,Mass,0.070000,1294.9290,1637.00,F8,6373.00,1.380000,1.370000,-0.1600,[Fe/H],4.270000,108.8251171,14.2626064,415.34400000,11.6396000
395,HAT-P-25 b,HAT-P-25,1,1,0,Transit,2010,HATNet,3.65281514000,0.0466000000,12.72221500,1.13500000,180.84527000,0.56900000,Mass,0.023000,325.0000,1182.00,G5,5519.00,0.919000,1.012000,0.2940,[Fe/H],4.516000,48.4354731,25.1973548,300.38400000,12.8416000
396,HAT-P-26 b,HAT-P-26,1,1,0,Transit,2010,HATNet,4.23452000000,0.0474800000,7.06167000,0.63000000,22.24810000,0.07000000,Mass,0.120000,185.0743,1080.00,K1,5079.00,0.870000,1.120000,-0.0400,[Fe/H],4.560000,213.1565508,4.0594175,141.83700000,11.4641000
397,HAT-P-27 b,HAT-P-27,2,1,0,Transit,2011,HATNet,3.03957700000,0.0400000000,11.43000000,1.02000000,197.05000000,0.62000000,Mass,0.000000,336.0384,1091.99,G8,5316.00,0.864673,0.916000,0.3000,[M/H],4.526260,222.7673221,5.9473626,199.17300000,11.9562000
398,HAT-P-28 b,HAT-P-28,1,1,0,Transit,2011,HATNet,3.25721500000,0.0434000000,13.58500000,1.21200000,198.95300000,0.62600000,Mass,0.051000,554.7122,1384.00,G3,5680.00,1.103000,1.025000,0.1200,[Fe/H],4.360000,13.0009159,34.7284020,401.31900000,12.8718000
399,HAT-P-29 b,HAT-P-29,2,1,0,Transit,2011,HATNet,5.72319000000,0.0667000000,13.11453000,1.17000000,279.69040000,0.88000000,Mass,0.090000,433.0000,1281.00,F8,6087.00,1.300000,1.450000,0.2100,[Fe/H],4.340000,33.1310921,51.7787754,313.57600000,11.7336000
400,HAT-P-3 b,HAT-P-3,2,1,0,Transit,2007,HATNet,2.89970000000,0.0386600000,10.53646000,0.94000000,206.58950000,0.65000000,Mass,0.000000,176.5870,1189.00,K1,5185.00,0.870000,1.060000,0.2700,[Fe/H],4.560000,206.0940142,48.0285650,134.55400000,11.2795000
401,HAT-P-30 b,HAT-P-30,2,1,0,Transit,2011,HATNet,2.81060000000,0.0419000000,16.14096000,1.44000000,263.79890000,0.83000000,Mass,0.040000,1467.9573,1630.00,F7,6304.00,1.310000,1.550000,0.1300,[Fe/H],4.360000,123.9498431,5.8368669,213.98500000,10.2998000
402,HAT-P-31 b,HAT-P-31,1,1,0,Transit,2011,HATNet,5.00542000000,0.0610000000,12.21781000,1.09000000,721.47410000,2.27000000,Mass,0.250000,746.9025,1450.00,,6065.00,1.390000,1.310000,0.1500,[Fe/H],4.260000,271.5376722,26.4266061,344.05000000,11.4501000
403,HAT-P-32 b,HAT-P-32,2,1,0,Transit,2011,HATNet,2.15000820000,0.0339700000,22.19382000,1.98000000,216.12440000,0.68000000,Mass,0.159000,1841.0000,1835.70,,6001.00,1.367000,1.132000,-0.1600,[Fe/H],4.220000,31.0427614,46.6878512,289.20500000,11.1335000
404,HAT-P-33 b,HAT-P-33,2,1,0,Transit,2011,HATNet,3.47447000000,0.0499500000,20.73665000,1.85000000,292.40360000,0.92000000,Mass,0.000000,1701.3800,1782.00,F4,6446.00,1.790000,1.820000,0.0500,[Fe/H],4.150000,113.1842383,33.8350214,396.11000000,11.0238000
405,HAT-P-34 b,HAT-P-34,1,1,0,Transit,2011,HATNet,5.45265400000,0.0677400000,13.41717300,1.19700000,1058.37390000,3.33000000,Mass,0.432000,433.7800,1520.00,,6442.00,1.530000,1.392000,0.2200,,4.210000,303.1954355,18.1047776,249.32500000,10.1944000
406,HAT-P-35 b,HAT-P-35,3,1,0,Transit,2011,HATNet,3.64670600000,0.0497800000,14.93038800,1.33200000,335.62848000,1.05600000,Mass,0.020000,999.6688,1581.00,,6096.00,1.435000,1.236000,0.1100,,4.210000,123.2507030,4.7870288,506.96500000,12.2802000
407,HAT-P-36 b,HAT-P-36,1,1,0,Transit,2011,HATNet,1.32734683000,0.0241000000,14.31389300,1.27700000,587.41340600,1.84820000,Mass,0.063000,1821.0000,1780.97,G5 V,5620.00,1.041000,1.030000,0.2500,[Fe/H],4.416000,188.2662048,44.9153672,294.41900000,12.0930000
408,HAT-P-37 b,HAT-P-37,1,1,0,Transit,2011,HATNet,2.79743600000,0.0379000000,13.20400000,1.17800000,371.52800000,1.16900000,Mass,0.058000,412.3914,1271.00,,5500.00,0.877000,0.929000,0.0300,[Fe/H],4.520000,284.2960393,51.2691212,390.59400000,13.2615000
409,HAT-P-38 b,HAT-P-38,1,1,0,Transit,2012,HATNet,4.64038200000,0.0523000000,9.24700000,0.82500000,84.85700000,0.26700000,Mass,0.067000,243.0337,1082.00,G5,5330.00,0.923000,0.886000,0.0600,[Fe/H],4.450000,35.3834942,32.2460441,255.20600000,12.3021000
410,HAT-P-39 b,HAT-P-39,2,1,0,Transit,2012,HATNet,3.54387000000,0.0509000000,17.60900000,1.57100000,190.37200000,0.59900000,Mass,0.000000,1915.6934,1752.00,,6430.00,1.625000,1.404000,0.1900,[Fe/H],4.160000,113.7582526,17.8300283,697.00400000,12.2269000
411,HAT-P-4 b,HAT-P-4,2,1,0,Transit,2007,HATNet,3.05653600000,0.0443800000,14.28000000,1.27400000,213.25500000,0.67100000,Mass,0.000000,1438.0000,1686.00,F,5860.00,1.596000,1.248000,0.2400,,4.127000,229.9912200,36.2295450,320.45100000,11.0634000
412,HAT-P-40 b,HAT-P-40,1,1,0,Transit,2012,HATNet,4.45724000000,0.0608000000,17.03768000,1.52000000,152.55840000,0.48000000,Mass,0.000000,1747.4151,1770.00,,6080.00,1.940000,1.030000,0.2200,[Fe/H],3.930000,335.5129199,45.4573423,464.46900000,11.4162000
413,HAT-P-41 b,HAT-P-41,2,1,0,Transit,2012,HATNet,2.69405000000,0.0425800000,22.97845000,2.05000000,378.21770000,1.19000000,Mass,0.000000,2485.0721,1941.00,,6390.00,2.050000,2.560000,0.2100,[Fe/H],4.140000,297.3226523,4.6724124,348.18500000,10.9390000
414,HAT-P-42 b,HAT-P-42,1,1,0,Transit,2012,HATNet,4.64187800000,0.0575000000,14.34800000,1.28000000,331.80100000,1.04400000,Mass,0.000000,684.0973,1428.00,,5743.00,1.530000,1.178000,0.2700,[Fe/H],4.140000,135.3443583,6.0970828,405.23800000,12.0031000
415,HAT-P-43 b,HAT-P-43,1,1,0,Transit,2012,HATNet,3.33264140000,0.0444000000,13.63000000,1.21598925,210.39500000,0.66200000,Mass,0.000000,521.8770,1353.00,F9,5693.00,1.080000,1.030000,0.2000,[Fe/H],4.380000,128.9256885,10.2065866,528.82500000,13.2165000
416,HAT-P-44 b,HAT-P-44,1,2,0,Transit,2014,HATNet,4.30121900000,0.0507000000,13.92200000,1.24200000,111.87100000,0.35200000,Mass,0.044000,185.1190,1108.00,,5295.00,0.949000,0.942000,0.3300,[Fe/H],4.460000,213.1438604,47.0147826,347.85000000,12.9729000
417,HAT-P-44 c,HAT-P-44,1,2,0,Radial Velocity,2014,W. M. Keck Observatory,872.20000000000,1.7520000000,13.00000000,1.16000000,1271.30000000,4.00000000,Msini,0.494000,,,,5295.00,0.949000,0.942000,0.3300,[Fe/H],4.460000,213.1438604,47.0147826,347.85000000,12.9729000
418,HAT-P-45 b,HAT-P-45,1,1,0,Transit,2014,HATNet,3.12899200000,0.0452000000,15.98400000,1.42600000,283.49200000,0.89200000,Mass,0.049000,1052.2390,1652.00,,6330.00,1.319000,1.259000,0.0700,[Fe/H],4.300000,274.3732697,-3.3810594,298.64000000,12.3977000
419,HAT-P-46 b,HAT-P-46,1,1,0,Transit,2014,HATNet,4.46312900000,0.0577000000,14.39200000,1.28400000,156.68400000,0.49300000,Mass,0.123000,1405.4798,1458.00,,6120.00,1.396000,1.284000,0.3000,[Fe/H],4.250000,270.4441831,-2.9709800,290.73600000,11.6843000
420,HAT-P-49 b,HAT-P-49,1,1,0,Transit,2014,HATNet,2.69155000000,0.0437800000,17.82231000,1.59000000,699.22600000,2.20000000,Mass,0.000000,4392.0300,2131.00,F3,6820.00,2.060000,2.220000,0.0700,[Fe/H],4.100000,305.4413294,26.6926759,350.35100000,10.2071000
421,HAT-P-5 b,HAT-P-5,1,1,0,Transit,2007,HATNet,2.78849000000,0.0407300000,13.56289000,1.21000000,311.47340000,0.98000000,Mass,0.000000,850.6754,1517.00,G,5960.00,1.120000,1.040000,0.2400,[Fe/H],4.370000,274.4055335,36.6214617,303.33600000,11.8224000
422,HAT-P-50 b,HAT-P-50,1,1,0,Transit,2015,HATNet,3.12201090000,0.0453000000,14.43719200,1.28800000,429.07050000,1.35000000,Mass,0.115000,2108.4362,1862.00,F5,6280.00,1.698000,1.273000,-0.1800,[Fe/H],4.072000,118.0634379,12.1393474,515.45800000,11.6722000
423,HAT-P-51 b,HAT-P-51,1,1,0,Transit,2015,HATNet,4.21802091000,0.0504200000,13.50682174,1.20500000,97.57332095,0.30700000,Mass,0.070000,310.0000,1168.20,G7,5453.00,0.995000,0.961000,0.3020,[Fe/H],4.425600,21.0651251,32.8107000,440.08900000,13.2846000
424,HAT-P-52 b,HAT-P-52,1,1,0,Transit,2015,HATNet,2.75359530000,0.0369400000,11.30988100,1.00900000,259.98494000,0.81800000,Mass,0.047000,227.7590,1218.00,K1,5131.00,0.893000,0.887000,0.2800,[Fe/H],4.483000,42.7217412,29.0222492,361.15500000,13.7870000
425,HAT-P-53 b,HAT-P-53,1,1,0,Transit,2015,HATNet,1.96162410000,0.0315900000,14.77346200,1.31800000,471.65972000,1.48400000,Mass,0.134000,1400.0226,1778.00,,5956.00,1.209000,1.093000,0.0000,[Fe/H],4.310000,21.8711012,38.9681137,666.80200000,13.5142000
426,HAT-P-54 b,HAT-P-54,1,1,0,Transit,2015,HATNet,3.79984700000,0.0411700000,10.58129600,0.94400000,241.55080000,0.76000000,Mass,0.074000,88.6713,818.00,K7,4390.00,0.617000,0.645000,-0.1270,[Fe/H],4.667000,99.8979924,25.4824005,143.65100000,13.0172000
427,HAT-P-55 b,HAT-P-55,1,1,0,Transit,2015,HATNet,3.58523130000,0.0462800000,14.84069045,1.32400000,189.42573057,0.59600000,Mass,0.170000,583.0000,1367.00,,5804.00,1.105000,1.028000,0.0030,[Fe/H],4.363000,264.2735096,25.7311468,511.38800000,13.0955000
428,HAT-P-56 b,HAT-P-56,1,1,0,Transit,2015,HATNet,2.79083000000,0.0423000000,16.92559000,1.51000000,734.18730000,2.31000000,Mass,0.290000,3515.0000,1840.00,F8,6566.00,1.470000,1.420000,0.0000,[Fe/H],3.390000,100.8480137,27.2521823,320.63900000,10.8245000
429,HAT-P-57 b,HAT-P-57,3,1,0,Transit,2015,HATNet,2.46530000000,0.0406000000,19.50366000,1.74000000,448.14030000,1.41000000,Mass,0.000000,2726.6328,2200.00,A8 V,6330.00,1.850000,2.770000,-0.2500,[Fe/H],4.250000,274.7434180,10.5971968,279.86000000,10.4253000
430,HAT-P-58 b,HAT-P-58,1,1,0,Transit,2021,HATNet,4.01383790000,0.0499400000,14.93036229,1.33200000,118.23216740,0.37200000,Mass,0.073000,1146.0000,1622.00,,6078.00,1.530000,1.031000,-0.2240,[Fe/H],4.082000,68.8465093,56.8682691,515.59000000,12.7202000
431,HAT-P-59 b,HAT-P-59,1,1,0,Transit,2021,HATNet,4.14197710000,0.0506400000,12.58768533,1.12300000,489.45574678,1.54000000,Mass,0.030000,441.4000,1277.80,,5678.00,1.103800,1.008000,0.2170,[Fe/H],4.356000,292.4588212,62.5291892,265.47100000,11.6787000
